Name,URL,Description,Seed,A,B,C,Seed,A,B,C
MyPlanIQ,http://www.crunchbase.com/company/myplaniq,"<p>Empower Millions of Americans with Comprehensive, Independent and Effective Tools and Information for Their (Retirement) Investments. </p>

<p>MyPlanIQ is the only online application and information portal for retirement investing and retirement issues. It provides the following unique values:</p>

<p>â€¢ Comprehensive 401K etc. plan coverage and their investment plan ratings: for the first time, retirement plan (401K, 403b etc.) participants can find their plansâ€™ investment related information including how well the fund choices are and how diversified assets they cover. For IRAs and taxable investments, MyPlanIQ pioneers in providing ETF/mutual fund plans tailored to brokerages too (for IRA and taxable). 
â€¢ Optimize your 401K/403B etc. with effective asset allocation strategies â€“ MyPlanIQ provides free monthly emails for buy and hold strategies tailored to your 401K plan that maximizes diversification and selects the best performing funds based on a momentum approach. These strategies have been used by wealth managers and hedge funds and well researched in academics. Recently, Barronâ€™s published an article on MyPlanIQâ€™s asset allocation strategies. 
â€¢ Easy to understand, holistic solutions: Many 401K etc. plans donâ€™t have enough diversification to optimize returns â€“ use your IRA to offset this by investing in the areas not supported by your 401K plan. MyPlanIQ will shortly be announcing a revolutionary capability to build a holistic portfolio from multiple plans (multiple 401K /IRAâ€™s)
â€¢ Retirement Investing education with emphasis on process and consistency: we provide regular updates on retirement plan reviews and their ratings, simple but diversified asset allocation portfolios education, major asset reviews, ETFs and mutual funds in asset allocation and financial planning education. </p>",,,,,//,//,//,//
NCSA Athletic Recruiting,http://www.crunchbase.com/company/ncsa-athletic-recruiting,<p>NCSA connects Student-Athletes and College Coaches.</p>,,,,,//,//,//,//
NUresume,http://www.crunchbase.com/company/nuresume,"<p>NUresume is the first Student Resume Network for college students to create a free online resume or portfolio page and connect with recruiters online. </p>

<p>Students can create an online resume that includes portfolio videos, photos, audio, testimonials, and even a blog. They can start a free online resume club for their school, club or honor society to market their members online. NUresume plugs into Facebook. </p>

<p>Companies recruiting students now have NUresume as a much more cost effective tool with which to reach, connect and hire students online. List your company in the employer directory or launch a private internship network to market open positions. Companies can also request participation as judges in the Star Student Contest which lets top students compete for exclusive internships. </p>",,,,,//,//,//,//
Narayana BusinessSchool,http://www.crunchbase.com/company/narayana-businessschool,"<p>Narayana Business School (NBS) Ahmedabad is the Best Business School of Gujarat in India for MBA, BBA &amp; CFA programs. Narayana Business School has visualized the leadership needs of changing global economies &amp; committed itself to create management leaders through innovative management program, experienced faculties &amp; thought leadership.</p>

<p>In order to build up effective managerial perspective and alleviate managerial potential, MBA, BBA &amp; CFA programs at Narayana Business School Ahmedabad are designed in order to build up excellent skills, knowledge and leadership attitude.</p>

<p>Narayana B School Gujarat is networked institution and academically acclaimed Best Business School for MBA, BBA &amp; CFA in Gujarat, that provides business education that makes you winner in competitive market scenario. We work on single principle that binds all together, i.e.-teamwork. As Best Business School in India, we are strongly committed to explore and implement new management ideas within the business school and beyond it. We mean a management program with exposure to the highest standards of Corporate Excellence &amp; Leadership.</p>

<p>Narayana Business School Ahmedabad has three strong pillars of Experience, Expertise and Excellence (E3) the combination of which leads to a sure shot success, no matter what field of life is.</p>

<p>Narayana B School Ahmedabad has designed highly rigorous and quality management program curriculum with prominent academic infrastructure and technology. Primary goal of our organization is to bring out industry leaders out of every student with managerial talent. The entire campus of our B-School is e-managed making it technology intensive campus for MBA, BBA &amp; CFA in Ahmedabad, Gujarat.</p>

<p>You are going to take a big decision. And we make sure that your investment pays off.</p>

<p>Join Us and make yourself count.</p>",,,,,//,//,//,//
NcoreTechnologies,http://www.crunchbase.com/company/ncoretechnologies,<p>Ncore Technologies is a leading software development company in India providing Offshore Software Development Services.</p>,,,,,//,//,//,//
NeighborFavor,http://www.crunchbase.com/company/neighbfav,"<p>NeighborFavor is a service marketplace for friends.</p>

<p>Get groceries delivered, a ride from the airport, or anything else you need from trusted people in your neighborhood. </p>

<p>Or, be a good neighbor and make money by providing your services to others.</p>",,,,,//,//,//,//
Net Industries,http://www.crunchbase.com/company/net-industries,"<p>Net Industries is a provider of high-quality, free educational web sites as well as free utilities for webmasters.  </p>

<p>Net Industries&#8217; web site www.StateUniversity.com provides exhaustive overviews of U.S. colleges and universities.  The site is a mash-up of statistics and school overviews from many sources, including user contributions, professional authors, and self-reported information from the universities themselves.  </p>

<p>The free site search JRank (www.jrank.org) is a fully functional site search engine for webmasters.  JRank features customizable options that allow webmasters to schedule crawls, specify search behavior for different sections of their site, and control SERP display and formatting.   JRank installation requires a simple copy-and-paste of HTML code, as well as free registration in order to establish site crawls.</p>

<p>Net Industries&#8217; other educational and informational web sites include: www.libraryindex.com, a collection of reference information; www.movierevie.ws, a database with reviews of more than 30,000 films; www.SlyFoxTV.com, a video sharing web site; and www.muscianguide.com, a resource covering thousands of musicians and music groups.</p>

<p>Net Industries also maintains www.hostip.info, a free service for geotargeting and IP address lookup.  The site allows webmasters and others to integrate its geotargeting and IP data into other websites and applications.</p>",,,,,//,//,//,//
NeuLion,http://www.crunchbase.com/company/neulion,"<p>NeuLion is a leading IPTV company providing a comprehensive suite of technology and services to content owners and aggregators. NeuLion provides an end-to-end technology solution which enables content to be monetized and streaming to multiple platforms through browser based devices. Content can be viewed on the computer, television through proprietary set top box, mobile and other IP enabled devices. </p>",,,,,//,//,//,//
NoodleStorm,http://www.crunchbase.com/company/noodlestorm,"<p>NoodleStorm.com is a website where organizations of all types from around the world submit their business, non-profit, public administration, engineering, technology, political, legal, or other problems for college students to solve.  Students and professors from most of America&#8217;s top schools and from several international schools are signed up, including students and professors from Harvard, Stanford, Columbia, Cornell, Duke, Chicago, Berkeley, IESE, ITESM, and Manchester Business School.  Students who solve problems on the website gain real-world consulting experience in their chosen discipline before they graduate.  Students can solve problems on their own time or professors can choose problems for their students to solve as a class.  Students can receive letters of recommendation and job offers from the organizations they solve problems for.  The website&#8217;s services are free and completely confidential.</p>

<p>This system of student consulting already exists as many organizations hire MBA, engineering, and other students as interns, employees, or consultants to solve their problems for them.  NoodleStorm.com moves that marketplace online and makes it possible for organizations to receive multiple solutions to their problem from students all over the world.</p>

<p>Organizations can use NoodleStorm.com as a recruiting tool to test student job candidates&#8217; problem solving abilities.  Problem submitters can receive multiple solutions from students from all over the world and then whittle through those solutions and just pick the top candidates to come in for an interview.  This will save corporations hundreds of thousands of dollars in recruiting costs and it gives every college student in the world the opportunity to compete for jobs at top organizations.</p>",,,,,//,//,//,//
NoteBooster,http://www.crunchbase.com/company/notebooster,"<p>Launched in 2012, NoteBooster is an online marketplace that allows students to share, buy, or sell notes for college courses. The site provides tools to help students search out relevant instructional material, and through the use of custom built quizzes and easy note uploading tools any student can create content to help other students anywhere around the country. </p>

<p>NoteBooster is powered by Amazon Web Services and was built over a period of several months by two Florida State University students, Guilherme Yazbek and Gregor Richardson. The concept was developed from observing the number of students looking for tutors and learning resources to improve their grades in class. Because of the nimbleness of their small team the service has been able to undercut the fees charged by larger competitors without sacrificing features.</p>",,,,,//,//,//,//
NoteUtopia,http://www.crunchbase.com/company/noteutopia,"<p>NoteUtopia is a website that allows college students to exchange their course documents freely, as well as charge for their notes if they choose to do so (an eBay for course documents).  NoteUtopia is unique in that students can find notes, study guides, and other docs that are specific to their class and professor.</p>

<p>Other features include: professor ratings, class discussion boards, live chat, and social networking.</p>

<p>As of January 2011, NoteUtopia is available at over 150 universities across the United States.</p>",,,,,//,//,//,//
Notelog,http://www.crunchbase.com/company/notelog,"<p>Notelog [noht-log], is the premier online social learning network used for sharing academic knowledge on college campuses worldwide. Notelog&#8217;s growing number of users (&#8220;noteloggers&#8221;) consists of students, professors, publishers, and experts located around the world all collaborating to create the world&#8217;s largest collection of notes, knowledge, and know-how!</p>

<p>Mission Statement: The idea is simple; everyone is an expert at something! Collaborate to graduate! Study smarter not harder!</p>",,,,,//,//,//,//
Novalsys,http://www.crunchbase.com/company/novalsys,<p>Novalsys is a software company catering to the needs of groups and walled communities.  Its main product is called CampusGroups and is used by student clubs &amp; organizations at colleges and graduate schools.</p>,,,,,//,//,//,//
Numbers Pay,http://www.crunchbase.com/company/numbers-pay,"<p>NumbersPay is a group buying service that offers wholesale prices to individual consumers. We offer a range of products at significant discounts. Magic? Here&#8217;s how we do it:</p>

<p>Many retailers are willing to sell their products for lower-than-retail prices, but on one condition: they have to sell a lot of them. Unfortunately, most retailers don&#8217;t know how to guarantee that they&#8217;ll find enough buyers. Here&#8217;s where we come in.</p>

<p>At NumbersPay.com, we display a wide array of products from retailers at abnormally low prices. When you sign up as a NumbersPay user, you can pledge to purchase any of the products we show. For the deals to actually go through, we need a minimum number of pledges before the deal expires. When this happens, the retailers are happy, the deal is official and your order ships at the end of the time limit. If the minimum number of pledges isn&#8217;t reached by the time limit, the deal is cancelled and you aren&#8217;t charged a thing.</p>

<p>But this is where it gets interesting. For many items, as the number of pledges grows we can continue to lower the prices they&#8217;re offered at. Once the number of users pledging to buy an item reaches a bonus marker, its price drops by a certain percentage. Many of the items have multiple bonus deals, so by letting your friends know about NumbersPay and encouraging them to join, you can increase your chances of getting better and better deals. It boils down to this: the more people buying an item, the less it will cost. And we&#8217;ve integrated the site with online social networks to make sharing easier.</p>

<p>Get the Deal</p>

<p>Getting started is simple. Subscribe to our newsletter and follow us on Facebook or Twitter to start receiving notifications about our latest deals. Once subscribed you will be in the loop and be the first to find any of our products at groundbreaking prices.In order to continuously tailor our shopping experience to our users, we have the suggest a product survey that lets your input guide our next offers. Sign up for free and give it a try!</p>

<p>Buy it!</p>

<p>Find an item you&#8217;re interested in? Simply click the Buy! button to make your pledge. Remember, only the minimum pledge quota needs to be met in order for the deal to go through. You won&#8217;t be charged a dime if your deal doesn&#8217;t go down!</p>

<p>Share, Share, Share!</p>

<p>The fun part for you and your wallet is sharing. In addition to prices going down as more users pledge to buy, our Refer &amp; Save system actually gives you NumbersPay credit for getting your friends to sign up. Get a NumbersPay link connected to your own account at any time by clicking the Refer &amp; Save button at the top of the page.</p>

<p>Let the Good Prices Roll!</p>

<p>Sit back, relax, and bask in the great deal you just received courtesy of NumbersPay. Don&#8217;t forget to let us know what products you want next and we&#8217;ll do the work to bring it right to your computer screen! With your help, we can continue to bring the prices you want.</p>",,,,,//,//,//,//
OOHLALA Mobile,http://www.crunchbase.com/company/oohlala-mobile,<p>www.gotoohlala.com</p>,,,,,//,//,//,//
Off Campus Media,http://www.crunchbase.com/company/off-campus-media,"<p>Off Campus Media (&#8220;OCM&#8221;) leverages its national network of college student Ambassadors and proprietary technology to better understand and connect with millions of college students.  From its first website MovingOffCampus.com in 2006 to its latest geo-social mobile application Bonfyre, OCM&#8217;s tools help college students manage their lives more effectively.  This unique combination of human and digital allows OCM to understand, develop and deliver programs that have greater impact for its customers, and more value to college students.</p>",,,,,//,//,//,//
OneCubicle,http://www.crunchbase.com/company/onecubicle,"<p>OneCubicle is a social business network that provides a platform for people fresh to the workforce to connect through college contacts, past jobs, and industry sources while building their very own professional brand.</p>

<p>Young professionals in their 1st, 2nd and 3rd jobs can use the &#8220;Jobs&#8221; pages to view &#8220;cool jobs from cool companies,&#8221; get advice from executives in their industry, and use tools like the &#8220;resume refiner&#8221; to update their accomplishments that match today&#8217;s marketplace.</p>

<p>OneCubicle allows the users to interact with others in their industry and geographic location through blogs, forums, and social news, overlaying elements of online interaction atop all things business. At the same time, the website will provide a platform for users to search a selection of quality job listings and the opportunity to advance their capabilities through detailed career advice.</p>",,,,,//,//,//,//
OneSchool,http://www.crunchbase.com/company/oneschool,"<p>OneSchool, a free mobile app for college students which provides easy access to maps, course schedules, directories, bus routes, news, student groups and more.</p>",750000.0,,,,1/25/2012,//,//,//
Open Doors Media,http://www.crunchbase.com/company/open-doors-media,"<p>Publishers of &#8220;The Regional Training Prospectus&#8221; an online resource and magazine aimed at providing careers advice and guidance to 14-19 year olds.</p>

<p>We give information, advice and guidance on Apprenticeships, college courses, vocational learning and jobs and have an active twitte and facebook community of followers.</p>

<p>visit us at www.opendoorsmedia.co.uk</p>",,,,,//,//,//,//
P2Pspot,http://www.crunchbase.com/company/p2pspot,"<p>P2Pspot is a free service that allows students to list textbooks, DVDs, electronics, housing and video games with their college peers. </p>

<p>Listings can be limited to a user&#8217;s school, a network of schools, or open to all P2PSpot users.  There is even the option to add friends to keep track of their listings.  </p>",,,,,//,//,//,//
PC Pro Schools,http://www.crunchbase.com/company/pc-pro-schools,<p>PC Pro Schools is a Microsoft Information Technology Academy.</p>,,,,,//,//,//,//
PadoBado.com,http://www.crunchbase.com/company/padobado-com,"<p>PadoBado.com is online education portal whose aim is to provide one
stop solution for student as well as parents for judging institute and
clarifying their doubts before taking admission. PadoBado is started
by Indian professional in 2012. The founders of PadoBado.com are
IIITians (http://www.padobado.com/).</p>

<p>Padobado.com has evolved from brain storming sessions and discussions
on the various aspects of current education system and how presently
information is available over the Internet. Its name signals &#8216;Progress
through Education&#8217; (Pado - Educate yourself and Bado - Move On in
life).</p>

<p>PadoBado does not only provide information about individual institutes
but also allow you to compare them.</p>

<p>Facebook Page: http://www.facebook.com/padobado
Twitter Link: http://twitter.com/#!/PadoBado</p>

<p>We offer:
Institute search,
Institute can be searched by state, city and category wise.
http://www.padobado.com/</p>

<p>Compare college,
Facility to compare institutes within same stream and thereby take
appropriate decision about selection of institute for his/her career.
http://www.padobado.com/comparecollege.php</p>

<p>Hot categories,
Elaborated information about educational categories which are very
promising in present day, that is Engineering, Medical, LAW, MCA, MBA,
Science, Fashion designing, Hotel Management and Commerce.</p>

<p>Expert advise (Ask Expert),
Student or parents can ask educational query through the below
interface.
http://www.padobado.com/askexpert.php</p>

<p>Educational New/Blogs,
Latest updates from all over India related to Education using RSS
technology.</p>

<p>University Classification,
Students sometimes confuse among Central, State, Deemed and Private
Universities. Clear definition as well as categorization of
universities.
http://www.padobado.com/university.php</p>",,,,,//,//,//,//
Parallel App,http://www.crunchbase.com/company/parallel-app,"<p>Parallel is a company that&#8217;s trying to turn people&#8217;s lives into a game.</p>

<p>Parallel is a location based gaming company. Based out of Columbia, MO, Parallel has a group of 5 passionate founders who want to make waves in mobile gaming. They are currently developing their first game, with an expected release of March 2012. </p>",,,,,//,//,//,//
Perceptis,http://www.crunchbase.com/company/perceptis,"<p>Perceptis is a leading provider of help desk, customer support services and business intelligence to Higher Education. We provide 24x7 support for IT, Financial Aid, Human Resources, Recruitment, Admissions, Enrollment, Retention, Facilities and General Switchboard. Perceptis is recognized for bringing data to the services functionâ€”providing root cause analysis, process improvement and cost savings. </p>",,,,,//,//,//,//
Performance Demand,http://www.crunchbase.com/company/performance-demand,"<p>Company:  Performance Demand Marketing, LLC is a performance driven web based market disrupting lead generation platform firm connecting post-secondary education institutions with potential learners.  They operate a number of portals serving over 350 schools.</p>

<p>Founder Team:  The founder team is unique not found in the industry as domain experts for EDU, Lead Gen Aggregator and startup tech experience.  One cofounder assuming the role of direct EDU institutions sales and best practice enrollment consulting channel is a Director Enrollment for the largest post-secondary EDU institution in the United States.  He has been recognized in the Presidents Circle of Excellence for the past 6 years; is recognized as an expert in the industry and current accreditation auditor for national campuses for the largest post-secondary EDU institution.  He recently earned statewide recognition as one of the top twenty business professionals under 40 for the entire state of Idaho.</p>

<p>Another founder is assuming the role of Indirect sales to aggregators, media and customer development teams as well as Chief Executive.  He led the West Coast Client Development teams serving in excess of $100 MM client revenue for another top 5 aggregator.   He is an experienced founder level startuper and has had roles in other startups from Global Service Manager to VP of Business Development.  In his career before startup, he was a large high school principal for years, earning recognition as Statewide Principal of the Year in 1999, President of the Principals Association 1998 and Statewide Administrators Association the following year. </p>",,,,,//,//,//,//
Platform One Entertainment,http://www.crunchbase.com/company/platform-one-entertainment,"<p>Platform One Entertainment is an artist development, brand marketing, and cause marketing company based out of Chicago, IL.  Platform One hosts a concert series called Dare 2 Dream which is a benefit concert and silent auction pairing major label artists  with local children&#8217;s charities.  Past artists have included Kings of Leon, MGMT, Common, Gov&#8217;t Mule, Talib Kweli, Gavin Rossdale, Blues Traveler, and Cypress Hill.</p>",,,,,//,//,//,//
PlayerMania.com,http://www.crunchbase.com/company/playermania-com,"<p>PlayerMania.com brings the best amateur players together in order to network, find leagues and show sports history. </p>

<p>PlayerMania.com can be described as a combination of Myspace, Facebook and ESPN. It enables athletes to set up a sports profile which displays information about all the sports they play and where they played them. The site even goes as far as letting them link up to current and past high school and college teams by the season that they played. David Wolf, a former division 3 basketball player and founder of PlayerMania.com, believes that pro&#8217;s shouldn&#8217;t be the only ones getting all the recognition. </p>

<p>You donâ€™t have to be a pro to be a great player. &#8220;There are so many great players out there not making millions of dollars, and it&#8217;s time to bring them together&#8221;, Wolf said. &#8220;We are looking for players who are playing, have played or plan on playing in high school and college.&#8221; PlayerMania.com is dedicated to the people out there that play for the love of the game.</p>

<p>Wolf came up with the idea of the site after finishing college and finding it hard to find competitive leagues and great players. â€œI would go to the local gym and maybe half of the guys could play; thatâ€™s not fun when youâ€™re used to playing against some really great players.&#8221; &#8220;I also hated how hard it was to find leagues in my area. I would have to go to every park district&#8217;s web site and dig through all the programs just to find the basketball league&#8221;, Wolf added. The site solves these issues with its advanced player search and league search feature.</p>

<p>The site, which is entirely free, also allows players to write their own sports articles. If you ever wanted to be a sports writer, this is your chance. A really cool feature on the site is that it allows players to rate their friends at various categories of the sports they play. This makes it possible to do a search for a specific player based on rating. This feature works great if, for example, you are starting a recreational basketball team and need a center that can rebound and block shots. Now you can just search for centers in your area with high ratings in rebounds and blocks. Every member also gets a virtual trading card with their uploaded photo that flips 360 degrees. If youâ€™re a golfer, you can add your scores and the site will figure out your handicap and rank.</p>

<p>Wolf says that there are a lot more features in the works. He aims to make this site the center of every playerâ€™s life.</p>",,,,,//,//,//,//
Pogojo,http://www.crunchbase.com/company/pogojo,"<p>Pogojo.com.au is a website that aims to help improving students through sharing academic material. </p>

<p>The basic idea behind the website is that every student has gained through his university and college years, a lot of study material that cannot be used anymore after graduation. However, this study material can be valuable to other students so students can upload any study material and sell it to others.</p>

<p>Pogojo also offers other services such as information about study in Australia for foreign students, study tips and Jobs board.</p>",250000.0,,,,12/1/2008,//,//,//
Pondcil,http://www.crunchbase.com/company/pondcil,"<p>A social networking website that connects all people with a work of creativity. Everyone connected creativity and mutual display power in Pondcil.</p>

<p>Indonesia has a lot of people work they make and the results of which they make it really interesting and nice . Unfortunately they currently do not have containers to accommodate their work . Indeed there is a place to store such a work . one of them is the famous devianart . But it is very regrettable that the foreign products and ideas we might as well donate Creativity out .</p>

<p>Another reason is that many Indonesian people are less confident with the results of his work . Yet if we look at themselves , they have competent in their field . Perhaps because there is a sense of inferiority to see the work of others who are very familiar and great , so it is that makes them insecure.</p>

<p>Given this, Pondcil make a variety of applications whose contents can be best utilized by each user .
Beside that , look for the front page http://www.pondcil.com Pondcil does look like a facebook page . It is made familiar , because everyone is already familiar with facebook .</p>

<p>However , the difference of adalaha Pondcil and Facebook in terms of content . Pondcil want the content in the content with a wide range of content creation and the work and review - review that weighs the contents of which are not just mere chatter .</p>

<p>Thank you for taking the time to read , familiar greetings and warm regards </p>",,,,,//,//,//,//
PostYourBook.com,http://www.crunchbase.com/company/postyourbook-com,"<p>PostYourBook.com is a social networking website and online textbook marketplace based in Santa Monica, CA. Users buy and sell textbooks to other users, without having to go through a middleman or Buyback Program.</p>

<p>PostYourBook.com currently has 150,000 registered college students and is open to 155 universities across the United States.</p>",,,,,//,//,//,//
PrePartyPlaylist,http://www.crunchbase.com/company/prepartyplaylist,"<p>Having a party and don&#8217;t have a playlist, well done worry.  PrePartyPlaylist.com solves that problem with mix-tapes for any party situation.  The site categorizes party mix-tapes allowing users to always fin the perfect mix.  The best thing is no commercials!  If you gather at the last hour and need a powerhour mix, video power hours updated weekly are for sure to please!  This site does exactly what its supposed to do and does it well.</p>",,,,,//,//,//,//
PremierInterns.com,http://www.crunchbase.com/company/premierinterns-com,"<p>PremierInterns.com aim to bring awareness to internships and make it more mainstream to the public.  We have built a website that allows interns to create their profile and apply for the type of internships the individuals are interested in.  For employers, we are currently allowing them to post internships for free as well as search our database of interns to see if they can find their future full-time employee.  Internships are beneficial to both the employers and the interns due to their cost-effectiveness and necessary experience gained that is much needed to get hired on as a full-time employee.  Much like what Monster.com did with job search, PremierInterns.com aims to do the same with internship search.  We want to bring visibility as well as availability to the masses and not limit it to certain demographic, geography or specific colleges and universities.  </p>",,,,,//,//,//,//
PrepChamps,http://www.crunchbase.com/company/prepchamps,"<p>Helping high school athletes improve their chances of getting recognized and recruited, PrepChamps.com is an online social recruiting community for high school sports. Allowing athletes to showcase their talent by creating a free online profile, posting statistics, photos and upload highlight videos, PrepChamps.com is an online destination for athletes, coaches, and fans to interact.</p>",,1200000.0,,,//,4/22/2008,//,//
PrepMe,http://www.crunchbase.com/company/prepme,"<p>PrepMe is an adaptive learning company coming out of the University of Chicago&#8217;s business incubator. Founded in 2001, the company offers test preparation for the SAT, PSAT, and ACT, using an adaptive algorithm to customize the preparation course for each student.  While many other companies have claimed to &#8220;invent&#8221; adaptive learning platforms, PrepMe was the first to market in the March 2011 opening of its Coursificationâ„¢ platform.</p>

<p>Unlike many other test prep offerings, PrepMe doesnâ€™t calculate the best lesson plan once, but continuously as you work your way through the material. Their system keeps track of what questions you get right and wrong, working you harder on the types of questions you miss. Additionally, customers can connect electronically, using email or real time chat, with high scoring college students who serve as tutors.</p>

<p>In February 2007 the company announced that in conjunction with a philanthropist, they are making their services available to every high school junior in the state of Maine for three years.</p>

<p>In 2008, PrepMe won a Chicago Innovation Award for its revolutionary approach to test prep. In 2011, the Software Information Industry Association listed PrepMe as one of its top 10 innovators for the companyâ€™s Coursificationâ„¢ platform.</p>

<p>In July 2011, the company announced that its online classroom and Coursificationâ„¢ platform had been acquired by Ascend Learning, backed by Providence Equity. PrepMe will continue providing test prep and Coursificationâ„¢ services to the K-12 market.</p>",,,,,//,//,//,//
Prepped & Polished,http://www.crunchbase.com/company/prepped-polished-tutoring-college-counseling-test-prep,"<p>We are a premier educational services company founded by educators in 1999.</p>

<p>Our mission is to provide you with the highest-quality customized learning experience available. We will help you achieve top grades, higher test scores and meet your college-related goals. Whether you are looking for in-person or online Tutoring, College Counseling, or Test Prep, weâ€™re there to help you succeed. Our caring, dynamic educators graduated from some of the most elite schools in the nation, including Harvard, MIT and Princeton. They are ready to provide you with the strategies, tools and guidance necessary to ensure academic success.</p>",,,,,//,//,//,//
ProctorU,http://www.crunchbase.com/company/proctoru,"<p>ProctorU is a distance proctoring company that provides internet-based test monitoring for education and certification exams.</p>

<p>ProctorU works with numerous universities to provide students the ability to take college exams at home using webcams and software.  </p>",,,,,//,//,//,//
Quad2Quad,http://www.crunchbase.com/company/quad2quad,"<p>￼
Susan Jones and Elizabeth Van Sant are the co-founders of Quad2Quad, an educational technology company. Quad2Quad is a new college visiting mobile app that is designed to do the hard work of gathering all the necessary data in one place: updates on times for tours and info sessions, handy alerts on interviews and reservations , parking perils and admissions office closures. It will soon include social networking opportunities for high school students as they plan and experience college tours, building  their increased involvement and interest in the college visiting process.</p>",,,,,//,//,//,//
Quest Scholars Program,http://www.crunchbase.com/company/quest-scholars-program,"<p>Establishing a bridge to higher education for the most highly motivated and talented low-income youth in America</p>

<p>QuestBridge, an initiative of the Quest Scholars Program, serves as an intermediary between the nation&#8217;s brightest, under-served youth and leading institutions of higher education. QuestBridge provides a single, internet-based meeting point which links exceptional students with the colleges, scholarship providers, employers, and organizations seeking students who have excelled despite obstacles. By facilitating these exchanges, QuestBridge aims to increase the percentage of talented, low-income students attending the nation&#8217;s best universities, and excelling beyond.</p>",,,,,//,//,//,//
Ratchet Studio,http://www.crunchbase.com/company/ratchet-studio,"<p>Ratchet Studio is a startup that focuses on mobile game development.</p>

<p>Ratchet Studio is founded by a Babson College student with a background in gaming. The goal of the company is to create social mobile games that cater to the core gamer audience, and bridging the gap between console warriors/PC gamers and the mobile gamers. </p>

<p>Their first title, named Stack Attack, is a asynchronous PvP puzzle game, the first of its kind, available initially to Google Play. The iOS version is currently under development.</p>",,,,,//,//,//,//
Rayku,http://www.crunchbase.com/company/rayku,"<p>Rayku is a p2p college tutoring site for academic help on the fly. We&#8217;re 75% cheaper than traditional tutoring and flexible with by-the-minute pricing. We also match students with tutors who are specifically relevant (e.g. had taken same course the year before).</p>

<p>Check it out at http://www.rayku.com</p>",25000.0,,,,3/1/2011,//,//,//
ResumeBear,http://www.crunchbase.com/company/resumebear,"<p>ResumeBear, Inc. was founded in 2006 by a diverse group of individuals with backgrounds spanning education, human resources, technology, administration and business development.</p>

<p>It is this variety and wealth of expertise that enables us to determine the needs of today&#8217;s job seekers, employers, students, and colleges, and to offer a 21st century technological solution to the traditional job search process of years past.</p>

<p>There is no job searching experience on par with ResumeBear.  </p>

<p>ResumeBear is the premiere Online Resume Builder offering Real Time Resume Delivery and Tracking, Social Promotion, and Mobile Apps Free to all of their job seekers.</p>",,,,,//,//,//,//
ReviewSchools.org,http://www.crunchbase.com/company/reviewschools-org,"<p>ReviewSchools.org is a higher education web resource.  </p>

<p>A place for alumni &amp; current students to share reviews and opinions about their college experiences, ReviewSchools.org also helps prospective students in researching their options via school reviews, general school information, and education related articles.</p>",,,,,//,//,//,//
RezLife,http://www.crunchbase.com/company/rezlife,"<p>RezLife takes an innovative approach to providing students with a non-traditional means of enhancing their college experience. Embodied by Rez(life) Magazine, the parent publication serves as an outlet for entertainment style journalism, design, and photography, while the events are geared towards the student&#8217;s lives. </p>",,,,,//,//,//,//
Roomsurf,http://www.crunchbase.com/company/uroomsurf,"<p>Roomsurf is the Facebook-based roommate matching system for college students and campus housing.  </p>

<p>We empower students to select their own roommates and help colleges reduce roommate conflicts and improve their roommate assignments processes.</p>

<p>Roomsurf is a privately held company based in Miami, FL.</p>",,,,,//,//,//,//
RoverTown,http://www.crunchbase.com/company/rovertown,<p>RoverTown connects local/online retailers to students&#8217; smartphones via a student discount program sponsored by 68 colleges and universities across the United States.</p>,,,,,//,//,//,//
S-counselor,http://www.crunchbase.com/company/s-counselor,"<p>Scounselor - Connect you with an educational counselor who can guide you through the process of finding the school financing that&#8217;s right for you.</p>

<p>Your options may include: </p>

<ul>
<li>Federal Grant Programs </li>
<li>Pell Grants</li>
<li>Need Based Grants</li>
<li>Minority Grants</li>
<li>Disability Student Grants</li>
<li>Graduate and Doctoral Grants</li>
</ul>",,,,,//,//,//,//
SUMM,http://www.crunchbase.com/company/summ,"<p>SUMM is a non-traditional media and marketing agency that specializes in college marketing. Formerly StudentUniverse Media, our company mission remains; bringing college marketing goals to life through exceptional experiential and digital marketing strategies.</p>

<p>Not only do we believe in the value of our client and partner relationships, but we believe in helping brands foster relationships with the adopters, the leaders, and the key to future market share; students. </p>

<p>Specialities include:</p>

<p>College and youth Marketing
Creative Development &amp; Strategic Consulting
Concept Ideation
Partnership Marketing
Sampling and Branding Campaigns
Event Marketing
Spring Break Marketing
Back to School Marketing
Campus Marketing
Digital Strategy 
Viral Contests
Sweepstakes and Giveaways
Digital Media and High Impact Placements</p>",,,,,//,//,//,//
Safeclic,http://www.crunchbase.com/company/safeclic,"<p>Safeclic The App. Help when you need it!</p>

<p>Safeclic is a Self-sustaining Free Multi App Featuring the following</p>

<p>Check in Button- sends 5 Sms&#8217;s to programmed numbers and emails of the Sender and their  exact GPS location indicating they are checking in.</p>

<p>Panic Button- Sends 5 Sms&#8217;s to program numbers and emails that the sender is in need of help while recording audio to the devise which can be later retrieved.</p>

<p>Parking assistance Button- marks where the user has parked their vehicle indicating when meter is up and google maps driver back to vehicle.</p>

<p>Promo code enables subscribers to change face of App or make Bottom banner their Own and action button initiating a call to a desired number.</p>

<p>Safeclic is a great source for companies to offer as their own App to current clients while stimulating new clients. Increasing referrals and service calls Instantly without the long wait for defining, designing, and developing their own app. Banner management all for a fraction of the cost.
instantly</p>",,,,,//,//,//,//
